sampleid	samplingdate	ST
SRR8452436	2017-06-27	ST433-1LV
SRR8452439	2017-09-26	ST433
SRR8452440	2017-12-17	ST405-1LV
SRR8452441	2017-10-10	ST405-2LV
SRR8452442	2016-09-19	ST433
SRR8452445	2017-04-24	ST405
SRR8452447	2017-05-31	ST405
SRR8452448	2017-05-22	ST405
SRR8452449	2017-02-22	ST405
SRR8581237	2018-04-05	ST395
SRR8581238	2018-05-18	ST147
SRR8581239	2017-10-27	ST874
SRR8581240	2018-05-05	ST395
SRR8581241	2018-05-08	ST147
SRR8581242	2018-04-04	ST147
SRR8581243	2017-04-15	ST395
SRR8581244	2017-04-16	ST395
SRR8581245	2017-04-27	ST147
SRR8581246	2018-01-10	ST395
SRR8581247	2018-05-31	ST395
SRR8581248	2018-08-06	ST395
SRR8581249	2018-08-01	ST395
SRR8581250	2018-06-15	ST147
SRR8581251	2018-08-09	ST147
SRR8581252	2018-06-06	ST147
SRR8581253	2018-12-04	ST395
SRR8599756	2015-03-08	ST258
SRR8599757	2015-03-08	ST258
SRR8599758	2015-03-08	ST258
SRR8599759	2015-03-08	ST258
SRR8599760	2015-03-08	ST258
SRR8599761	2015-03-08	ST258
SRR8599762	2015-03-08	ST258
SRR8599763	2015-03-08	ST258
SRR8599764	2015-03-08	ST258
SRR8599765	2015-03-08	ST258
SRR8599766	2015-03-08	ST258
SRR8599767	2015-03-08	ST258
SRR8599770	2015-03-08	ST258
SRR8599771	2015-03-08	ST258
SRR8599772	2015-03-08	ST258
SRR8599773	2015-03-08	ST258
SRR8599774	2015-03-08	ST258
SRR8599775	2015-03-08	ST258
SRR8599777	2015-03-08	ST258
SRR8599781	2015-03-08	ST258
SRR8599782	2015-03-08	ST258
SRR8599783	2015-03-08	ST258
SRR8599784	2015-03-08	ST258
SRR8599785	2015-03-08	ST258
SRR8599786	2015-03-08	ST258
SRR8599787	2015-03-08	ST258-1LV
SRR8599788	2015-03-08	ST258
SRR8599789	2015-03-08	ST258-1LV
SRR8599790	2015-03-08	ST258
SRR8599791	2015-03-08	ST258
SRR8599792	2015-03-08	ST258
SRR8599793	2015-03-08	ST258
SRR8599794	2015-03-08	ST258
SRR8599795	2015-03-08	ST258
SRR8599796	2015-03-08	ST258
SRR8599797	2015-03-08	ST258-1LV
SRR8599798	2015-03-08	ST258-1LV
SRR8599799	2015-03-08	ST258
SRR8599800	2015-03-08	ST258
SRR8599801	2015-03-08	ST258
SRR8599802	2015-03-08	ST258
SRR8599803	2015-03-08	ST258
SRR8599804	2015-03-08	ST258
SRR8599805	2015-03-08	ST258
SRR8614123	2018-02-18	ST11
SRR8648380	2018-02-18	ST11
SRR8650757	2018-02-18	ST11
SRR8670639	2017-08-03	ST828
SRR8670645	2017-08-03	ST828
SRR8670646	2017-08-03	ST828
SRR8670647	2017-08-03	ST828
SRR8670648	2017-08-03	ST828
SRR8833996	2019-01-23	ST661
SRR8916323	2016-05-18	ST16
SRR8916325	2017-08-15	ST16
SRR8916326	2016-06-30	ST231
SRR8916327	2017-09-06	ST16
SRR8916328	2017-07-27	ST15
SRR8916330	2016-08-31	ST16
SRR8916333	2017-09-27	ST16
SRR8916335	2016-12-27	ST16
SRR8916337	2016-10-06	ST16
SRR8916342	2016-12-09	ST16
SRR8916343	2016-05-30	ST231
SRR8916344	2016-11-28	ST147
SRR8916345	2018-02-09	ST16
SRR8916348	2017-12-22	ST16
SRR8916350	2017-10-27	ST16
SRR8916353	2018-03-22	ST16
SRR8916355	2018-03-26	ST16
SRR8916356	2018-04-02	ST661
SRR8916357	2018-03-26	ST16
SRR8916358	2018-04-02	ST16
SRR8916359	2018-03-02	ST16
SRR8916439	2018-06-28	ST16
SRR8916440	2018-06-21	ST16
SRR8916442	2018-04-19	ST15
SRR8916444	2018-04-05	ST16
SRR8916445	2018-07-05	ST16
SRR8916446	2018-05-03	ST16
SRR8916447	2018-05-22	ST16
SRR8916448	2018-04-30	ST16
SRR8916449	2018-05-22	ST16
SRR8916450	2018-05-25	ST101
SRR8916451	2018-05-22	ST16
SRR8916454	2018-06-26	ST16
SRR8916455	2018-06-22	ST16
SRR8916456	2018-05-25	ST16
SRR8916457	2018-06-07	ST101
SRR8916458	2018-06-14	ST101
SRR8916459	2018-05-31	ST101
SRR8916460	2018-03-22	ST16
SRR8916461	2018-02-09	ST16
SRR8916462	2018-03-26	ST16
SRR8916463	2017-09-16	ST16
SRR8916464	2018-01-26	ST16
SRR8916465	2018-01-26	ST16
SRR8916467	2018-04-19	ST16
SRR8916468	2018-03-26	ST16
SRR8916469	2018-04-10	ST16
SRR8916470	2018-06-28	ST16
SRR8916471	2018-07-05	ST16
SRR8916472	2018-04-10	ST16
SRR8916473	2018-04-02	ST16
SRR8916474	2018-04-05	ST16
SRR8916475	2018-05-15	ST16
SRR8916476	2018-05-03	ST16
SRR8916477	2018-04-27	ST16
SRR8916478	2018-07-19	ST16
SRR8916479	2018-04-30	ST16
SRR8916480	2018-05-10	ST16
SRR8916481	2018-07-12	ST16
SRR8916482	2018-05-22	ST16
SRR8916483	2018-06-22	ST16
SRR8916484	2018-05-22	ST16
SRR8916485	2017-10-18	ST16
SRR8916486	2017-10-25	ST16
SRR8916487	2018-05-15	ST16
SRR8916488	2018-05-22	ST16
SRR8916489	2018-05-22	ST16
SRR8916491	2018-05-16	ST16
SRR8916492	2018-06-26	ST16
SRR8916493	2016-01-13	ST16
SRR8916495	2016-05-30	ST231
SRR8916497	2017-11-14	ST16
SRR8916498	2016-07-13	ST16
SRR8916499	2016-12-08	ST16
SRR8916500	2016-04-07	ST16
SRR8916503	2017-11-23	ST16
SRR8916504	2016-08-16	ST231
SRR8916505	2016-10-18	ST16
SRR8916506	2017-11-02	ST16
SRR8916508	2017-12-29	ST16
SRR8916511	2016-01-11	ST101
SRR8916512	2016-01-21	ST14
SRR8916513	2016-04-11	ST14
SRR8916514	2016-02-08	ST14
SRR8916515	2016-05-27	ST16
SRR8916516	2015-11-30	ST14
SRR8916517	2016-11-09	ST16
SRR8916518	2016-06-21	ST231
SRR8916520	2018-01-11	ST16
SRR8916521	2017-08-15	ST147
SRR8916522	2017-08-15	ST147
SRR8916523	2017-08-08	ST147
SRR8916525	2017-08-09	ST147
SRR8916527	2017-08-03	ST14
SRR8916528	2017-08-31	ST16
SRR8916530	2017-09-21	ST16
SRR8916531	2017-09-21	ST16
SRR8916532	2017-10-24	ST16
SRR8916533	2017-08-25	ST16
SRR8916534	2017-09-06	ST16
SRR8916535	2017-08-24	ST16
SRR8916536	2017-08-17	ST16
SRR8916537	2017-08-25	ST16
SRR8919564	2017-11-15	ST16
SRR8919565	2017-11-09	ST16
SRR8919566	2017-11-30	ST16
SRR8919567	2017-12-21	ST16
SRR8919568	2017-11-14	ST16
SRR8919569	2017-12-07	ST16
SRR8919570	2017-11-23	ST16
SRR8919571	2017-11-23	ST16
SRR8919572	2017-11-14	ST16
SRR8919573	2017-11-01	ST16
SRR8919574	2017-12-07	ST16
SRR8919575	2016-11-18	ST16
SRR8919576	2017-12-27	ST16
SRR8919577	2018-01-11	ST16
SRR8919578	2017-12-27	ST16
SRR8919579	2017-11-24	ST16
SRR8919580	2018-07-06	ST16
SRR8919581	2018-01-19	ST11
SRR8919582	2017-11-15	ST16
SRR8919583	2018-06-28	ST16
SRR8919584	2018-01-26	ST11
SRR8919585	2017-12-14	ST16
SRR8919586	2017-11-24	ST16
SRR8919587	2017-09-26	ST16
SRR8919588	2018-02-01	ST11
SRR8919589	2018-01-26	ST11
SRR8919590	2017-12-27	ST16
SRR8919591	2017-10-05	ST16
SRR8919592	2017-09-21	ST16
SRR8919593	2017-11-01	ST16
SRR8919594	2017-11-09	ST16
SRR8919595	2018-01-11	ST16
SRR8919596	2017-12-14	ST16
SRR8919597	2017-12-27	ST16
SRR8919598	2018-05-31	ST16
SRR8919599	2017-12-21	ST16
SRR8919600	2017-11-22	ST16
SRR8919601	2017-11-23	ST16
SRR8919602	2018-01-04	ST16
SRR8919603	2018-01-04	ST16
SRR8919604	2018-01-12	ST11
SRR8919605	2018-06-06	ST16
SRR8919606	2018-07-06	ST16
SRR8919607	2018-05-23	ST147
SRR8919608	2018-06-28	ST16
SRR8919609	2017-12-21	ST16
SRR8919610	2018-01-26	ST11
SRR8919611	2017-11-01	ST16
SRR8919612	2017-10-24	ST16
SRR8919613	2017-10-26	ST16
SRR8919614	2017-11-28	ST16
SRR8919615	2016-12-02	ST147
SRR8919616	2017-12-12	ST231
SRR8919617	2017-03-14	ST147
SRR8919618	2017-12-19	ST231
SRR8919619	2017-03-07	ST16
SRR8919621	2018-03-17	ST16
SRR8919622	2018-03-01	ST16
SRR8919623	2018-03-10	ST16
SRR8919624	2017-12-22	ST231
SRR8919625	2018-03-21	ST16
SRR8919626	2018-03-10	ST16
SRR8919627	2018-06-20	ST16
SRR8919628	2018-11-06	ST15
SRR8919629	2018-11-20	ST16
SRR8919630	2018-05-02	ST16
SRR8919631	2018-07-02	ST16
SRR8919632	2018-05-24	ST16
SRR8919633	2018-05-23	ST231
SRR8919634	2018-06-27	ST16
SRR8919635	2018-04-25	ST16
SRR8919637	2018-08-09	ST16
SRR8919639	2018-06-24	ST16
SRR9218215	2016-01-03	ST23
SRR9586821	2018-11-09	ST16
SRR9586823	2018-11-07	ST16
SRR9586824	2018-11-16	ST16
SRR9586825	2018-11-11	ST16
SRR9685472	2018-01-21	ST11
SRR9858642	2016-02-04	ST258-1LV
SRR9858643	2016-01-30	ST258
SRR9858644	2016-01-21	ST258
SRR9858645	2015-12-21	ST1471
SRR9858646	2016-03-25	ST392
SRR9858647	2016-03-24	ST392
SRR9858648	2016-03-21	ST258
SRR9858649	2016-03-03	ST392
SRR9858650	2016-06-22	ST3359
SRR9858651	2016-06-06	ST258
SRR9858675	2015-06-06	ST258-1LV
SRR9858679	2015-04-29	ST258
SRR9858681	2015-04-19	ST258
SRR9858682	2015-04-21	ST258
SRR9858684	2015-06-24	ST258
SRR9858685	2015-06-28	ST1471
SRR9858696	2017-07-18	ST258
SRR9858712	2017-01-12	ST258
SRR9858713	2017-02-02	ST258
SRR9858714	2017-02-19	ST258
SRR9858715	2017-03-21	ST392
SRR9858718	2016-12-25	ST307
SRR9858719	2017-01-12	ST258
SRR9858720	2017-06-19	ST258
SRR9858721	2017-03-27	ST258
SRR9858722	2017-04-01	ST258
SRR9858723	2017-06-27	ST258
SRR9858724	2015-08-08	ST258
SRR9858725	2015-08-05	ST258
SRR9858726	2015-08-27	ST258
SRR9858727	2015-08-24	ST258
SRR9858728	2015-07-06	ST258
SRR9858729	2015-06-29	ST258
SRR9858730	2015-08-04	ST258
SRR9858731	2015-07-10	ST258
SRR9858733	2015-09-09	ST258-1LV
SRR9858734	2015-09-06	ST258
SRR9858737	2016-11-25	ST11
SRR9858739	2016-12-02	ST307
SRR9858740	2016-11-30	ST258
SRR9858741	2016-07-28	ST258
SRR9858743	2015-02-09	ST258
SRR9858744	2015-02-18	ST258
SRR9858745	2015-02-19	ST258
SRR9858746	2015-02-24	ST258
SRR9858747	2015-02-25	ST258
SRR9858748	2015-03-03	ST258
SRR9858749	2015-03-04	ST258
SRR9858750	2015-03-05	ST17
SRR9858751	2015-03-11	ST258
SRR9858752	2015-03-13	ST22
SRR9858753	2015-03-24	ST258
SRR9858760	2018-01-13	ST258
SRR9858761	2018-02-18	ST307
SRR9858770	2015-04-10	ST258
SRR9858771	2015-04-10	ST258
SRR9858772	2015-04-08	ST258
SRR9858773	2015-04-06	ST258
SRR9858774	2015-04-02	ST392
SRR9858775	2015-03-24	ST258-1LV
SRR9858777	2015-03-16	ST258
SRR9858778	2015-03-16	ST258
SRR9858780	2017-10-19	ST258
SRR9858781	2017-11-09	ST307
SRR9858782	2016-05-26	ST258
SRR9858786	2016-08-25	ST258
SRR9858789	2015-01-05	ST258
SRR9858794	2017-04-28	ST392
SRR9858809	2016-11-04	ST307
SRR9858811	2016-10-19	ST307
SRR9858812	2016-10-16	ST3359
SRR9858817	2016-07-08	ST258
SRR9858818	2017-04-26	ST258
SRR9858819	2016-07-25	ST258
SRR9858820	2016-07-25	ST258
SRR9858821	2017-04-13	ST258
SRR9858822	2017-04-01	ST392
SRR9858825	2016-08-09	ST258
SRR9858828	2016-08-02	ST258
SRR9858837	2016-08-22	ST258
SRR9858838	2017-07-23	ST307
SRR9858839	2016-05-15	ST258
SRR9858841	2016-08-29	ST3359
SRR9858850	2017-06-30	ST307
SRR9858862	2016-09-30	ST340
SRR9858863	2016-09-21	ST258
SRR9858866	2015-02-05	ST1481
SRR9858867	2015-02-04	ST258
SRR9858879	2017-07-03	ST258
SRR9858881	2016-07-03	ST258
SRR9858903	2016-06-02	ST258
SRR9858905	2015-09-15	ST3359
SRR9858912	2016-05-22	ST258
SRR9858925	2015-12-11	ST258
SRR9858926	2015-12-21	ST3359
SRR9858929	2015-10-11	ST258
SRR9858931	2015-11-30	ST258
SRR9858932	2015-12-02	ST258
SRR9858934	2015-09-25	ST258
SRR9858935	2015-10-09	ST258-1LV
SRR9858936	2015-10-10	ST258
SRR9858939	2015-01-07	ST258
SRR9858945	2016-07-31	ST3359
SRR9858949	2015-01-28	ST1481
SRR9858952	2015-01-23	ST258-1LV
SRR9858953	2017-05-17	ST258
SRR9858957	2017-05-17	ST258
SRR9858977	2017-04-14	ST258
SRR9858978	2016-04-22	ST258
SRR9858979	2016-04-11	ST258
SRR9858980	2017-05-22	ST258
SRR9988393	2017-09-29	ST16
SH040221x1x1	2019-10-30	ST70
SH040221x1x3	2019-11-04	ST15
SH040221x1x6	2019-11-04	ST22
SH040221x1x16	2019-11-05	ST294
SH040221x1x23	2019-11-05	ST70
SH040221x1x24	2019-11-07	ST513
SH040221x1x22	2019-11-07	ST66
SH040221x1x20	2019-11-07	ST12
SH040221x1x29	2019-11-10	ST882
SH040221x1x19	2019-11-10	ST882
SH040221x1x33	2019-11-11	ST77-2LV
SH040221x1x32	2019-11-11	ST399
SH040221x1x27	2019-11-11	ST290
SH040221x1x39	2019-11-14	ST20
SH040221x1x38	2019-11-14	ST253
SH040221x1x40	2019-11-14	ST35
SH040221x1x36	2019-11-15	ST432
SH040221x1x53	2019-11-15	ST252
SH040221x1x50	2019-11-17	ST1271
SH040221x1x47	2019-11-18	ST36
SH040221x1x46	2019-11-19	ST985
SH040221x1x54	2019-11-21	ST785
SH040221x1x55	2019-11-21	ST567-1LV
SH040221x1x56	2019-11-22	ST66
SH040221x1x59	2019-11-25	ST36
SH040221x1x62	2019-11-26	ST37-1LV
SH040221x1x65	2019-11-26	ST20
SH040221x1x66	2019-11-26	ST307
SH040221x1x73	2019-11-28	ST985
SH040221x1x71	2019-11-29	ST105-1LV
SH040221x1x75	2019-11-29	ST1393
SH040221x1x67	2019-11-29	ST1537
SH030621x1x50	2019-12-02	ST20
SH040221x1x81	2019-12-03	ST1537
SH040221x1x90	2019-12-04	ST567-1LV
SH040221x1x84	2019-12-05	ST23
SH030621x1x88	2019-12-06	ST14
SH040221x1x85	2019-12-06	ST492
SH040221x1x89	2019-12-06	ST34-1LV
SH040221x2x01	2019-12-09	ST193
SH040221x1x94	2019-12-09	ST661
SH040221x2x10	2019-12-11	ST391
SH040221x2x09	2019-12-12	ST391
SH040221x2x11	2019-12-14	ST985
SH040221x2x13	2019-12-14	ST220
SH040221x2x15	2019-12-14	ST1087
SH030621x1x52	2019-12-16	ST2072
SH040221x2x19	2019-12-18	ST441
SH040221x2x17	2019-12-19	ST35
SH040221x2x23	2020-01-06	ST26
SH040221x2x22	2020-01-06	ST307
SH040221x2x24	2020-01-07	ST163-1LV
SH040221x2x33	2020-01-07	ST692
SH030621x1x89	2020-01-07	ST692
SH040221x2x36	2020-01-08	ST716
SH040221x2x37	2020-01-08	ST1189
SH040221x2x38	2020-01-08	ST353
SH040221x2x34	2020-01-09	ST1775
SH040221x2x35	2020-01-09	ST1777
SH040221x2x49	2020-01-12	ST1440
SH040221x2x44	2020-01-12	ST290
SH040221x2x43	2020-01-12	ST442
SH040221x2x45	2020-01-13	ST45
SH040221x2x47	2020-01-13	ST940
SH040221x2x48	2020-01-14	ST3345
SH040221x2x52	2020-01-14	ST1271
SH040221x2x54	2020-01-14	ST2442-1LV
SH030621x1x90	2020-01-14	ST412
SH040221x2x61	2020-01-14	ST4232-1LV
SH040221x2x59	2020-01-15	ST391
SH040221x2x55	2020-01-15	ST20
SH030621x1x91	2020-01-16	ST1193
SH040221x2x62	2020-01-16	ST4266
SH040221x2x63	2020-01-17	ST1565
SH040221x2x69	2020-01-17	ST5078-2LV
SH040221x2x66	2020-01-18	ST147
SH030621x1x53	2020-01-18	ST147
SH040221x2x90	2020-01-18	ST111-1LV
SH040221x2x68	2020-01-19	ST391
SH040221x2x81	2020-01-20	ST485
SH040221x2x84	2020-01-21	ST37
SH040221x2x85	2020-01-23	ST17
SH040221x2x89	2020-01-23	ST391
SH040221x2x94	2020-01-24	ST20
SH040221x2x92	2020-01-24	ST86
SH040321x1x01	2020-01-24	ST86
SH040321x1x02	2020-01-24	ST86
SH040221x2x86	2020-01-25	ST17
SH020221x2x32	2020-02-04	ST36
SH020221x2x38	2020-02-07	ST1119
SH020221x2x44	2020-02-10	ST37
SH020221x2x33	2020-02-10	ST37
SH020221x2x39	2020-02-10	ST2004
SH020221x2x42	2020-02-11	ST35
SH020221x2x43	2020-02-11	ST35
SH020221x2x40	2020-02-12	ST3345
SH020221x2x41	2020-02-12	ST76
SH020221x2x45	2020-02-12	ST76
SH020221x2x48	2020-02-13	ST485
SH020221x2x47	2020-02-13	ST35
SH020221x2x59	2020-02-14	ST391
SH020221x2x50	2020-02-14	ST277
SH020221x2x49	2020-02-14	ST1948
SH020221x2x58	2020-02-17	ST4113
SH020221x2x55	2020-02-17	ST37
SH020221x2x54	2020-02-17	ST1727
SH020221x2x56	2020-02-17	ST36
SH020221x2x57	2020-02-17	ST253
SH030621x1x09	2020-02-17	ST1758
SH020221x2x62	2020-02-17	ST186
SH020221x2x63	2020-02-18	ST116
SH020221x2x64	2020-02-18	ST116
SH020221x2x66	2020-02-20	ST37
SH020221x2x69	2020-02-20	ST485
SH020221x2x68	2020-02-21	ST35
SH030621x1x10	2020-02-21	ST37
SH020221x2x67	2020-02-22	ST716
SH020221x2x74	2020-02-23	ST26
SH020221x2x71	2020-02-23	ST1412
SH020221x2x76	2020-02-24	ST1537
SH020221x2x72	2020-02-25	ST4023
SH020221x2x73	2020-02-25	ST416
SH020221x2x78	2020-02-26	ST985
SH020221x2x80	2020-02-27	ST584
SH020221x2x77	2020-02-27	ST29
SH020221x2x82	2020-02-29	ST37
SH020221x2x86	2020-03-01	ST528
SH020221x2x81	2020-03-01	ST528
SH020221x2x84	2020-03-01	ST259-2LV
SH020221x2x83	2020-03-02	ST70
SH020221x2x90	2020-03-02	ST3172
SH020221x2x92	2020-03-04	ST3192-1LV
SH020221x2x91	2020-03-05	ST35
SH020221x2x89	2020-03-05	ST29-1LV
SH020221x2x93	2020-03-06	ST586-2LV
SH020221x2x95	2020-03-06	ST36
SH040321x1x04	2020-03-06	ST323
SH020221x2x96	2020-03-09	ST170-2LV
SH010920x1x60	2020-03-09	ST1948
SH030621x1x12	2020-03-10	ST35
SH221020x2x52	2020-03-10	ST391
SH040321x1x09	2020-03-10	ST3155
SH040321x1x10	2020-03-10	ST3601
SH221020x2x55	2020-03-11	ST3052
SH040321x1x06	2020-03-11	ST200
SH040321x1x07	2020-03-11	ST3052
SH040321x1x08	2020-03-13	ST345
SH221020x2x49	2020-03-13	ST86-1LV
SH221020x2x50	2020-03-14	ST3052
SH040321x1x13	2020-03-14	ST1310
SH221020x2x54	2020-03-15	ST198
SH221020x2x53	2020-03-16	ST985
SH221020x2x51	2020-03-16	ST17
SH221020x2x57	2020-03-16	ST14
SH221020x2x63	2020-03-19	ST485
SH221020x2x58	2020-03-19	ST5050-1LV
SH221020x2x59	2020-03-19	ST485
SH221020x2x60	2020-03-20	ST76
SH221020x2x62	2020-03-20	ST37
SH221020x2x66	2020-03-22	ST37
SH221020x2x65	2020-03-23	ST221
SH221020x2x64	2020-03-24	ST234
SH030621x1x13	2020-03-26	ST29
SH221020x2x67	2020-03-26	ST627
SH221020x2x69	2020-03-26	ST985
SH030621x1x14	2020-03-28	ST391
SH221020x2x72	2020-03-29	ST1537
SH221020x2x74	2020-03-30	ST17
SH221020x2x70	2020-03-30	ST17
SH221020x2x71	2020-03-30	ST2118
SH221020x2x77	2020-03-31	ST323
SH221020x2x78	2020-03-31	ST3377-1LV
SH221020x2x76	2020-04-01	ST528
SH221020x2x79	2020-04-02	ST2415
SH221020x2x80	2020-04-02	ST188
SH221020x2x82	2020-04-03	ST345
SH221020x2x86	2020-04-06	ST200
SH221020x2x85	2020-04-06	ST200
SH221020x2x84	2020-04-06	ST37
SH221020x2x93	2020-04-07	ST200
SH221020x2x91	2020-04-09	ST412
SH221020x2x88	2020-04-09	ST268
SH281020x1x51	2020-04-09	ST1198
SH221020x2x94	2020-04-10	ST268
SH221020x2x92	2020-04-10	ST70-1LV
SH221020x2x96	2020-04-12	ST323
SH221020x2x95	2020-04-12	ST244
SH281020x1x52	2020-04-13	ST161-1LV
SH281020x1x50	2020-04-14	ST307
SH281020x1x57	2020-04-15	ST412
SH281020x1x53	2020-04-15	ST879
SH281020x1x55	2020-04-16	ST86
SH281020x1x58	2020-04-18	ST661
SH281020x1x63	2020-04-19	ST5627-1LV
SH281020x1x61	2020-04-19	ST5627-1LV
SH281020x1x65	2020-04-19	ST3383-1LV
SH281020x1x56	2020-04-19	ST188
SH211020x1x34	2020-04-20	ST230
SH281020x1x66	2020-04-20	ST230
SH281020x1x68	2020-04-20	ST230
SH281020x1x60	2020-04-20	ST230
SH281020x1x59	2020-04-20	ST661
SH281020x1x74	2020-04-21	ST323
SH281020x1x76	2020-04-22	ST3383-1LV
SH281020x1x72	2020-04-22	ST3049
SH281020x1x67	2020-04-22	ST661
SH211020x1x38	2020-04-23	ST307
SH211020x1x36	2020-04-23	ST37
SH211020x1x35	2020-04-23	ST37
SH211020x1x31	2020-04-23	ST405
SH281020x1x73	2020-04-23	ST1841-1LV
SH211020x1x32	2020-04-23	ST36-1LV
SH281020x1x71	2020-04-23	ST1145-1LV
kp_bs_00130_A01	2020-04-24	ST22
kp_bs_130	2020-04-24	ST22
SH221020x2x87	2020-04-26	ST870
SH211020x1x40	2020-04-26	ST1015
SH211020x1x42	2020-04-27	ST1015
SH211020x1x48	2020-04-27	ST3072
SH211020x1x43	2020-04-28	ST323
SH211020x1x44	2020-04-28	ST1271
SH211020x1x39	2020-04-28	ST1015
SH211020x1x47	2020-04-29	ST556
SH211020x1x50	2020-04-30	ST244
SH211020x1x51	2020-05-02	ST37-1LV
SH211020x1x53	2020-05-04	ST35
SH211020x1x55	2020-05-05	ST86
SH211020x1x61	2020-05-07	ST1193
SH211020x1x62	2020-05-07	ST976
kp_bs_00137_H01	2020-05-07	ST1626
kp_bs_137	2020-05-07	ST1626
SH211020x1x56	2020-05-07	ST86
SH211020x1x60	2020-05-07	ST1715-1LV
SH211020x1x65	2020-05-13	ST33
kp_bs_131	2020-05-14	ST22
kp_bs_132	2020-05-14	ST22
kp_bs_00131_B01	2020-05-14	ST22
kp_bs_00132_C01	2020-05-14	ST22
SH211020x1x69	2020-05-16	ST14
kp_bs_134	2020-05-16	ST1626
kp_bs_133	2020-05-16	ST219
kp_bs_00133_D01	2020-05-16	ST219
kp_bs_00134_E01	2020-05-16	ST1626
SH211020x1x70	2020-05-18	ST37
SH211020x1x68	2020-05-18	ST218
SH211020x1x67	2020-05-18	ST161-1LV
SH211020x1x71	2020-05-20	ST494-1LV
SH211020x1x72	2020-05-20	ST322
SH211020x1x73	2020-05-21	ST70
SH211020x1x74	2020-05-22	ST37
SH211020x1x75	2020-05-23	ST1015
SH211020x1x76	2020-05-23	ST1015
SH211020x1x78	2020-05-24	ST976
SH211020x1x82	2020-05-24	ST322
SH211020x1x80	2020-05-25	ST256
SH211020x1x77	2020-05-25	ST37
SH211020x1x91	2020-05-26	ST661
SH211020x1x81	2020-05-26	ST661
SH211020x1x83	2020-05-26	ST37
SH211020x1x84	2020-05-27	ST661
SH211020x1x86	2020-05-28	ST25
SH211020x1x87	2020-05-28	ST307
SH211020x1x90	2020-06-02	ST867
SH211020x1x89	2020-06-03	ST391
SH211020x1x94	2020-06-04	ST26
SH211020x1x92	2020-06-04	ST26
kp_bs_00135_F01	2020-06-05	ST1626
kp_bs_135	2020-06-05	ST1626
SH211020x1x95	2020-06-06	ST562
SH211020x1x93	2020-06-06	ST20
SH211020x2x06	2020-06-08	ST628
SH211020x2x07	2020-06-09	ST556
SH211020x2x05	2020-06-10	ST251
SH300920x1x41	2020-06-11	ST584
SH300920x1x44	2020-06-12	ST13-1LV
SH300920x1x42	2020-06-14	ST1805
SH300920x1x46	2020-06-14	ST268
SH300920x1x50	2020-06-15	ST661
SH300920x1x47	2020-06-15	ST17
SH300920x1x48	2020-06-15	ST25
SH300920x1x43	2020-06-15	ST35
SH300920x1x45	2020-06-15	ST2158-1LV
SH300920x1x49	2020-06-16	ST268
SH300920x1x53	2020-06-19	ST29
SH300920x1x52	2020-06-20	ST433
SH171220x2x17	2020-06-21	ST391
SH300920x1x63	2020-06-23	ST985
SH300920x1x60	2020-06-23	ST200-1LV
SH300920x1x56	2020-06-23	ST45
SH300920x1x58	2020-06-24	ST942
SH300920x1x59	2020-06-24	ST45
SH300920x1x62	2020-06-25	ST45
kp_bs_136	2020-06-26	ST48
SH300920x1x67	2020-06-26	ST29
SH300920x1x66	2020-06-26	ST29
kp_bs_00136_G01	2020-06-26	ST48
SH300920x1x65	2020-06-27	ST610
SH300920x1x70	2020-06-27	ST70
SH300920x1x69	2020-06-27	ST70
SH300920x1x71	2020-06-28	ST1-4LV
SH300920x1x72	2020-06-29	ST70
SH300920x2x43	2020-06-29	ST610
SH300920x2x42	2020-06-30	ST249
SH300920x2x47	2020-06-30	ST35
SH300920x2x45	2020-06-30	ST29
SH300920x2x44	2020-06-30	ST391
SH300920x2x49	2020-07-02	ST193
SH300920x2x53	2020-07-02	ST560
SH300920x2x54	2020-07-02	ST26
SH300920x2x48	2020-07-02	ST17
SH300920x2x52	2020-07-02	ST716
SH300920x2x51	2020-07-04	ST323
SH300920x2x55	2020-07-05	ST48
SH300920x2x58	2020-07-06	ST788
SH300920x2x56	2020-07-07	ST1985-1LV
SH300920x2x59	2020-07-07	ST248-3LV
SH300920x2x61	2020-07-08	ST5586
SH300920x2x64	2020-07-08	ST151
SH300920x2x60	2020-07-08	ST942
SH011020x2x28	2020-07-09	ST1401
SH011020x2x27	2020-07-10	ST37
SH011020x2x31	2020-07-10	ST985
SH011020x2x25	2020-07-10	ST307
SH011020x2x32	2020-07-11	ST785
SH011020x2x29	2020-07-11	ST4553
SH011020x2x37	2020-07-11	ST29
SH011020x2x35	2020-07-13	ST5
SH011020x2x39	2020-07-13	ST661
SH011020x2x41	2020-07-14	ST323
SH011020x2x38	2020-07-14	ST150
SH011020x2x44	2020-07-16	ST20
SH011020x2x43	2020-07-16	ST309
SH011020x2x16	2020-07-16	ST985
SH011020x2x45	2020-07-16	ST17
SH011020x2x46	2020-07-17	ST22
SH011020x2x14	2020-07-19	ST4295
SH011020x2x17	2020-07-20	ST309
SH011020x2x21	2020-07-22	ST551
SH011020x2x20	2020-07-22	ST3640
SH011020x2x18	2020-07-22	ST497
SH011020x2x19	2020-07-23	ST1307
SH011020x2x22	2020-07-24	ST337
SH011020x2x24	2020-07-25	ST2072
SH230920x2x62	2020-07-25	ST37
SH230920x2x58	2020-07-27	ST152
SH230920x2x64	2020-07-27	ST152
SH230920x2x60	2020-07-29	ST17
SH230920x2x59	2020-07-29	ST36
