sampleid	samplingdate	ST
F1S1R2D1B1P3F04	2021-11-11	647
F1S1R2D1B1P3D04	2021-11-11	647
F1S1R2D1B1P3D09	2021-11-11	132
F1S1R2D1B1P3G05	2021-11-11	506
F1S1R2D1B1P3A06	2021-11-11	35
F1S1R2D1B1P3C09	2021-11-11	-
F1S1R2D1B1P3C07	2021-11-11	378
F1S1R2D1B1P3B06	2021-11-11	632
F1S1R2D1B1P3H07	2021-11-11	-
F1S1R2D1B1P3C11	2021-11-11	1
F1S1R2D1B1P3B08	2021-11-11	82
F1S1R2D1B1P3G07	2021-11-12	66
F1S1R2D1B1P3C12	2021-11-12	506
F1S1R2D1B1P3C04	2021-11-12	950
F1S1R2D1B1P4C05	2021-11-12	-
F1S1R2D1B1P3D12	2021-11-12	87
F1S1R2D1B1P3G10	2021-11-12	1
F1S1R2D1B1P3D10	2021-11-12	-
F1S1R2D1B1P3C10	2021-11-12	87
F1S1R2D1B1P3D11	2021-11-12	506
F1S1R2D1B1P4H02	2021-11-13	66
F1S1R2D1B1P4E02	2021-11-13	44
F1S1R2D1B1P3F11	2021-11-13	44
F1S1R2D1B1P3F10	2021-11-13	658
F1S1R2D1B1P4E01	2021-11-14	-
F1S1R2D1B1P4D04	2021-11-14	-
F1S1R2D1B1P4G02	2021-11-14	36
F1S1R2D1B1P4C04	2021-11-14	-
F1S1R2D1B1P4G04	2021-11-14	87
F1S1R2D1B1P3H10	2021-11-14	-
F1S1R2D1B1P5H02	2021-11-15	3
F1S1R2D1B1P4F01	2021-11-15	8
F1S1R2D1B1P4E03	2021-11-15	32
F1S1R2D1B1P4F09	2021-11-15	3
F1S1R2D1B1P3E12	2021-11-15	-
F1S1R2D1B1P4G01	2021-11-15	78
F1S1R2D1B1P3F12	2021-11-15	77
F1S1R2D1B1P4E07	2021-11-15	33
F1S1R2D1B1P4G05	2021-11-15	77
F1S1R2D1B1P4D05	2021-11-15	-
F1S1R2D1B1P4H05	2021-11-15	26
F1S1R2D1B1P4A10	2021-11-15	636
F1S1R2D1B1P4D02	2021-11-15	46
F1S1R2D1B1P4H01	2021-11-15	-
F1S1R2D1B1P4A01	2021-11-15	-
F1S1R2D1B1P4H06	2021-11-15	24
F1S1R2D1B1P4A07	2021-11-15	24
F1S1R2D1B1P4C02	2021-11-15	46
F1S1R2D1B1P4C07	2021-11-15	3
F1S1R2D1B1P5D04	2021-11-15	-
F1S1R2D1B1P4B04	2021-11-15	8
F1S1R2D1B1P4H09	2021-11-15	636
F1S1R2D1B1P5A02	2021-11-16	-
F1S1R2D1B1P4D11	2021-11-16	7
F1S1R2D1B1P5F10	2021-11-16	-
F1S1R2D1B1P5G10	2021-11-16	-
F1S1R2D1B1P5H01	2021-11-16	303
F1S1R2D1B1P4E04	2021-11-16	33
F1S1R2D1B1P4C10	2021-11-16	-
F1S1R2D1B1P4H07	2021-11-16	-
F1S1R2D1B1P4B11	2021-11-16	-
F1S1R2D1B1P4A05	2021-11-16	702
F1S1R2D1B1P4G09	2021-11-16	53
F1S1R2D1B1P4E10	2021-11-16	87
F1S1R2D1B1P4F06	2021-11-16	-
F1S1R2D1B1P4G07	2021-11-16	4
F1S1R2D1B1P4B08	2021-11-16	-
F1S1R2D1B1P4G06	2021-11-16	32
F1S1R2D1B1P4B10	2021-11-16	741
F1S1R2D1B1P4B09	2021-11-17	-
F1S1R2D1B1P5A08	2021-11-17	24
F1S1R2D1B1P5D02	2021-11-17	7
F1S1R2D1B1P5E01	2021-11-17	66
F1S1R2D1B1P5E02	2021-11-17	87
F1S1R2D1B1P5E03	2021-11-17	24
F1S1R2D1B1P4H08	2021-11-17	53
F1S1R2D1B1P5A01	2021-11-17	392
F1S1R2D1B1P4G11	2021-11-17	66
F1S1R2D1B1P4G08	2021-11-17	32
F1S1R2D1B1P4D08	2021-11-17	478
F1S1R2D1B1P4D09	2021-11-17	43
SH141221x1x8	2021-11-17	1
F1S1R2D1B1P5H03	2021-11-17	506
F1S1R2D1B1P4E09	2021-11-17	86
F1S1R2D1B1P4E08	2021-11-17	-
F1S1R2D1B1P5F07	2021-11-18	3
F1S1R2D1B1P5G05	2021-11-18	88
F1S1R2D1B1P5G04	2021-11-18	32
F1S1R2D1B1P5G03	2021-11-18	64
F1S1R2D1B1P5H05	2021-11-18	32
F1S1R2D1B1P4A12	2021-11-18	1
F1S1R2D1B1P5F05	2021-11-18	4
F1S1R2D1B1P4H11	2021-11-18	88
F1S1R2D1B1P5E08	2021-11-18	320
F1S1R2D1B1P5C05	2021-11-18	82
F1S1R2D1B1P4F12	2021-11-18	716
F1S1R2D1B1P4B12	2021-11-18	1
F1S1R2D1B1P5C02	2021-11-18	43
F1S1R2D1B1P5C01	2021-11-18	478
F1S1R2D1B1P5E09	2021-11-18	43
F1S1R2D1B1P5A07	2021-11-18	53
SH141221x1x4	2021-11-18	-
eco_bs_498	2021-11-18	43
F1S1R2D1B1P4H12	2021-11-19	4
F1S1R2D1B1P5H09	2021-11-19	1
F1S1R2D1B1P5H06	2021-11-19	33
F1S1R2D1B1P5G06	2021-11-19	1
F1S1R2D1B1P5F12	2021-11-19	-
F1S1R2D1B1P5F11	2021-11-19	-
F1S1R2D1B1P5E06	2021-11-19	43
F1S1R2D1B1P5F06	2021-11-19	-
F1S1R2D1B1P4G12	2021-11-19	4
F1S1R2D1B2P1G12	2021-11-19	66
F1S1R2D1B1P5A10	2021-11-19	404
SH141221x1x2	2021-11-19	355
SH141221x1x14	2021-11-19	2
SH141221x1x26	2021-11-19	1
F1S1R2D1B2P1E09	2021-11-19	34
SH141221x1x15	2021-11-19	221
SH141221x1x7	2021-11-19	82
SH141221x1x3	2021-11-19	-
SH141221x1x11	2021-11-19	3
F1S1R2D1B2P1E02	2021-11-19	-
SH141221x1x6	2021-11-19	3
SH141221x1x37	2021-11-20	43
F1S1R2D1B2P1C07	2021-11-20	43
F1S1R2D1B2P1F01	2021-11-20	73
SH141221x1x24	2021-11-20	3
F1S1R2D1B2P1A03	2021-11-20	3
SH141221x1x16	2021-11-20	946
SH141221x1x42	2021-11-21	692
F1S1R2D1B2P1D07	2021-11-21	24
F1S1R2D1B1P5G09	2021-11-21	400
SH141221x1x39	2021-11-21	398
SH141221x1x32	2021-11-21	304
SH141221x1x25	2021-11-21	-
SH141221x1x23	2021-11-21	532
SH141221x1x22	2021-11-21	532
F1S1R2D1B1P5G12	2021-11-21	-
F1S1R2D1B1P5F09	2021-11-21	87
SH141221x1x13	2021-11-21	532
F1S1R2D1B2P1A02	2021-11-22	33
F1S1R2D1B1P5H12	2021-11-22	32
F1S1R2D1B2P2F08	2021-11-22	-
F1S1R2D1B2P1B02	2021-11-22	66
F1S1R2D1B2P1B03	2021-11-22	3
SH141221x1x41	2021-11-22	506
F1S1R2D1B2P1D10	2021-11-22	43
F1S1R2D1B2P1B04	2021-11-22	3
F1S1R2D1B2P1F10	2021-11-22	26
F1S1R2D1B1P5A12	2021-11-22	-
F1S1R2D1B2P1D04	2021-11-22	29
F1S1R2D1B2P1D02	2021-11-22	53
F1S1R2D1B2P1B09	2021-11-22	24
F1S1R2D1B2P1C09	2021-11-22	33
F1S1R2D1B2P1F03	2021-11-22	74
SH141221x1x40	2021-11-22	-
F1S1R2D1B2P1E03	2021-11-22	74
SH141221x1x20	2021-11-22	-
F1S1R2D1B2P1C03	2021-11-22	43
SH141221x1x21	2021-11-22	66
F1S1R2D1B2P1E07	2021-11-22	77
SH141221x1x28	2021-11-22	6
SH141221x1x29	2021-11-22	66
F1S1R2D1B2P1A05	2021-11-22	74
SH141221x1x30	2021-11-22	506
F1S1R2D1B2P1H12	2021-11-22	17
F1S1R2D1B2P1G03	2021-11-22	1
SH141221x1x43	2021-11-22	-
F1S1R2D1B2P1A08	2021-11-22	-
F1S1R2D1B2P1H08	2021-11-22	366
F1S1R2D1B2P1H05	2021-11-22	17
F1S1R2D1B2P1H11	2021-11-22	506
F1S1R2D1B2P2D02	2021-11-23	506
F1S1R2D1B2P1B06	2021-11-23	134
F1S1R2D1B2P1B07	2021-11-23	1
F1S1R2D1B2P1A11	2021-11-23	3
SH141221x1x46	2021-11-23	43
SH141221x1x45	2021-11-23	128
SH141221x1x44	2021-11-23	-
F1S1R2D1B2P2D07	2021-11-23	88
F1S1R2D1B2P1B11	2021-11-23	10
F1S1R2D1B2P2E02	2021-11-23	506
F1S1R2D1B2P1E11	2021-11-23	-
F1S1R2D1B2P1E08	2021-11-23	83
F1S1R2D1B2P2A03	2021-11-23	-
F1S1R2D1B2P1A09	2021-11-23	-
SH141221x1x38	2021-11-23	2
F1S1R2D1B2P1A07	2021-11-23	741
F1S1R2D1B2P1A04	2021-11-23	4
F1S1R2D1B2P1G06	2021-11-23	-
F1S1R2D1B2P1F04	2021-11-23	302
F1S1R2D1B2P1D11	2021-11-23	24
F1S1R2D1B2P1D08	2021-11-23	53
F1S1R2D1B2P1C06	2021-11-23	3
F1S1R2D1B2P1D05	2021-11-23	1
F1S1R2D1B2P1H09	2021-11-23	-
F1S1R2D1B2P2A02	2021-11-23	506
SH141221x1x61	2021-11-24	21
F1S1R2D1B2P2E04	2021-11-24	43
SH141221x1x60	2021-11-24	649
F1S1R2D1B2P1C12	2021-11-24	86
F1S1R2D1B2P2F04	2021-11-24	74
F1S1R2D1B2P2F06	2021-11-24	36
SH141221x1x58	2021-11-24	43
SH141221x1x62	2021-11-24	666
F1S1R2D1B2P2G03	2021-11-24	702
F1S1R2D1B2P1E12	2021-11-24	620
F1S1R2D1B2P2F02	2021-11-24	43
F1S1R2D1B2P1F11	2021-11-24	39
F1S1R2D1B2P2H10	2021-11-24	-
F1S1R2D1B2P2D06	2021-11-24	74
F1S1R2D1B2P2H03	2021-11-24	43
F1S1R2D1B2P1D12	2021-11-24	39
F1S1R2D1B2P3B08	2021-11-24	43
SH141221x1x47	2021-11-24	4
F1S1R2D1B2P2C03	2021-11-24	506
F1S1R2D1B2P2B07	2021-11-24	-
F1S1R2D1B2P2C07	2021-11-24	4
SH141221x1x50	2021-11-24	3
F1S1R2D1B2P2C05	2021-11-24	43
SH141221x1x55	2021-11-25	53
F1S1R2D1B2P3B01	2021-11-25	637
SH141221x1x66	2021-11-25	404
SH141221x1x51	2021-11-25	4
SH141221x1x59	2021-11-25	2
SH141221x1x52	2021-11-25	35
SH141221x1x73	2021-11-25	506
F1S1R2D1B2P3A01	2021-11-25	637
F1S1R2D1B2P2H12	2021-11-25	66
SH141221x1x54	2021-11-25	-
F1S1R2D1B2P2C04	2021-11-25	9
F1S1R2D1B2P2G12	2021-11-25	74
F1S1R2D1B2P2H05	2021-11-25	74
F1S1R2D1B2P3F04	2021-11-25	32
F1S1R2D1B2P2D04	2021-11-25	7
F1S1R2D1B2P2D10	2021-11-25	-
F1S1R2D1B2P2E10	2021-11-25	87
F1S1R2D1B2P2G04	2021-11-25	4
F1S1R2D1B2P2E08	2021-11-25	-
F1S1R2D1B2P2G05	2021-11-25	82
F1S1R2D1B2P2G09	2021-11-25	9
F1S1R2D1B2P3H04	2021-11-25	1
F1S1R2D1B2P3G01	2021-11-25	32
F1S1R2D1B2P2B08	2021-11-26	666
F1S1R2D1B2P2G06	2021-11-26	4
F1S1R2D1B2P2B11	2021-11-26	4
F1S1R2D1B2P3F05	2021-11-26	51
F1S1R2D1B2P2C08	2021-11-26	3
F1S1R2D1B2P2C11	2021-11-26	4
SH141221x1x89	2021-11-26	4
F1S1R2D1B2P2A12	2021-11-26	-
F1S1R2D1B2P2E03	2021-11-26	4
F1S1R2D1B2P3E01	2021-11-26	-
SH141221x1x63	2021-11-26	43
SH141221x1x67	2021-11-26	3
F1S1R2D1B2P3G04	2021-11-26	471
F1S1R2D1B2P2D08	2021-11-26	-
SH141221x1x74	2021-11-27	24
F1S1R2D1B2P2F09	2021-11-27	506
F1S1R2D1B2P3B04	2021-11-27	506
F1S1R2D1B2P3F06	2021-11-28	43
F1S1R2D1B2P3E08	2021-11-28	-
SH141221x1x76	2021-11-28	128
F1S1R2D1B2P2B12	2021-11-28	73
SH141221x1x81	2021-11-28	1
SH141221x1x83	2021-11-28	10
SH141221x1x84	2021-11-28	3
SH141221x1x86	2021-11-28	132
F1S1R2D1B2P2C09	2021-11-28	-
F1S1R2D1B2P3D05	2021-11-28	10
F1S1R2D1B2P2B09	2021-11-28	4
F1S1R2D1B2P3H07	2021-11-28	506
SH141221x1x80	2021-11-28	2
F1S1R2D1B2P3E10	2021-11-29	-
F1S1R2D1B2P3E07	2021-11-29	64
F1S1R2D1B2P3E06	2021-11-29	3
F1S1R2D1B2P3E04	2021-11-29	29
F1S1R2D1B2P3F07	2021-11-29	-
F1S1R2D1B2P3E03	2021-11-29	33
F1S1R2D1B2P3B06	2021-11-29	-
F1S1R2D1B2P3G05	2021-11-29	479
F1S1R2D1B2P3D10	2021-11-29	-
F1S1R2D1B2P3H12	2021-11-29	3
SH141221x1x93	2021-11-29	221
SH141221x1x95	2021-11-29	4
F1S1R2D1B2P3B10	2021-11-29	43
F1S1R2D1B2P3D08	2021-11-29	-
SH141221x1x92	2021-11-29	43
F1S1R2D1B2P3A10	2021-11-29	3
SH141221x1x79	2021-11-29	3
F1S1R2D1B2P3A12	2021-11-29	66
F1S1R2D1B2P3A05	2021-11-29	649
F1S1R2D1B2P3A04	2021-11-29	33
F1S1R2D1B2P3A08	2021-11-29	52
F1S1R2D1B2P3C11	2021-11-30	1
F1S1R2D1B2P3F12	2021-11-30	-
F1S1R2D1B2P3F11	2021-11-30	73
F1S1R2D1B2P3F10	2021-11-30	757
SH141221x1x91	2021-11-30	4
F1S1R2D1B2P3E11	2021-11-30	43
F1S1R2D1B2P3B12	2021-11-30	567
F1S1R2D1B2P4H04	2021-11-30	478
F1S1R2D1B2P3C07	2021-11-30	-
F1S1R2D1B2P3C10	2021-11-30	24
F1S1R2D1B2P3C06	2021-11-30	21
F1S1R2D1B2P3B07	2021-11-30	52
F1S1R2D1B2P3D12	2021-11-30	3
F1S1R2D1B2P3D09	2021-11-30	10
F1S1R2D1B2P3E09	2021-11-30	1
F1S1R2D1B2P3H10	2021-11-30	1
SH141221x1x90	2021-11-30	6
F1S1R2D1B2P3C09	2021-11-30	-
F1S1R2D1B2P3A07	2021-11-30	31
eco_bs_500	2021-11-30	-
F1S1R2D1B2P4E03	2021-12-01	8
F1S1R2D1B2P3C12	2021-12-01	404
F1S1R2D1B2P4F03	2021-12-01	4
F1S1R2D1B2P3F09	2021-12-01	31
F1S1R2D1B2P4H02	2021-12-01	32
F1S1R2D1B2P4G03	2021-12-01	4
F1S1R2D1B2P3E12	2021-12-01	43
F1S1R2D1B2P4D09	2021-12-02	46
F1S1R2D1B2P4D04	2021-12-02	86
F1S1R2D1B2P4B02	2021-12-02	39
F1S1R2D1B2P4C04	2021-12-02	33
F1S1R2D1B2P4C03	2021-12-02	-
F1S1R2D1B2P4C01	2021-12-02	43
F1S1R2D1B2P4B07	2021-12-02	52
F1S1R2D1B2P4B03	2021-12-02	-
F1S1R2D1B2P4D01	2021-12-02	66
F1S1R2D1B2P4H03	2021-12-03	74
F1S1R2D1B2P4H07	2021-12-03	87
F1S1R2D1B2P4D05	2021-12-03	-
F1S1R2D1B2P4D08	2021-12-03	66
F1S1R2D1B2P4E02	2021-12-03	380
F1S1R2D1B2P4B04	2021-12-03	506
F1S1R2D1B2P4F02	2021-12-03	4
F1S1R2D1B2P4G06	2021-12-03	43
F1S1R2D1B2P4D02	2021-12-03	506
F1S1R2D1B2P5C01	2021-12-03	86
F1S1R2D1B2P4G07	2021-12-04	17
F1S1R2D1B2P5A02	2021-12-04	722
F1S1R2D1B2P5H03	2021-12-04	26
F1S1R2D1B2P5G03	2021-12-05	53
F1S1R2D1B2P4C11	2021-12-05	3
F1S1R2D1B2P5H02	2021-12-05	2
F1S1R2D1B2P4A11	2021-12-05	-
F1S1R2D1B2P5G02	2021-12-05	398
F1S1R2D1B2P5B02	2021-12-05	24
F1S1R2D1B2P4A08	2021-12-05	33
F1S1R2D1B2P4G11	2021-12-06	35
F1S1R2D1B2P4G10	2021-12-06	-
F1S1R2D1B2P5G11	2021-12-06	3
F1S1R2D1B2P4A09	2021-12-06	4
F1S1R2D1B3P1C03	2021-12-06	7
F1S1R2D1B3P1D02	2021-12-06	43
F1S1R2D1B3P1E01	2021-12-06	43
F1S1R2D1B2P4E08	2021-12-06	4
F1S1R2D1B2P4E10	2021-12-06	4
F1S1R2D1B2P5H04	2021-12-06	678
F1S1R2D1B2P5F11	2021-12-06	3
F1S1R2D1B2P4F10	2021-12-06	1
F1S1R2D1B2P5E05	2021-12-06	7
F1S1R2D1B2P5F02	2021-12-06	4
F1S1R2D1B2P5E12	2021-12-06	3
F1S1R2D1B2P5D02	2021-12-06	33
F1S1R2D1B2P5C04	2021-12-06	717
F1S1R2D1B2P5B04	2021-12-06	24
F1S1R2D1B2P5E02	2021-12-06	66
F1S1R2D1B2P5D01	2021-12-06	881
F1S1R2D1B2P5A09	2021-12-06	506
F1S1R2D1B2P5A03	2021-12-06	66
F1S1R2D1B2P5F04	2021-12-07	535
F1S1R2D1B2P5B09	2021-12-07	29
F1S1R2D1B2P4B12	2021-12-07	29
F1S1R2D1B2P5C06	2021-12-07	73
F1S1R2D1B3P1H01	2021-12-07	17
F1S1R2D1B2P5F03	2021-12-07	4
F1S1R2D1B2P5G10	2021-12-07	1
F1S1R2D1B2P5H11	2021-12-08	694
F1S1R2D1B2P5B10	2021-12-08	26
F1S1R2D1B3P1D05	2021-12-08	4
F1S1R2D1B2P5C05	2021-12-08	1
F1S1R2D1B2P5F07	2021-12-08	28
F1S1R2D1B2P5C10	2021-12-08	391
F1S1R2D1B2P5B06	2021-12-08	2
F1S1R2D1B2P5E11	2021-12-08	-
F1S1R2D1B2P5G06	2021-12-08	-
F1S1R2D1B2P5G05	2021-12-08	-
F1S1R2D1B2P5H10	2021-12-08	-
F1S1R2D1B3P1B03	2021-12-09	315
F1S1R2D1B2P5D11	2021-12-09	-
F1S1R2D1B3P1D01	2021-12-09	3
F1S1R2D1B3P1D03	2021-12-09	77
F1S1R2D1B3P1D04	2021-12-09	-
F1S1R2D1B2P5G08	2021-12-09	32
F1S1R2D1B3P1E02	2021-12-09	367
F1S1R2D1B2P5F08	2021-12-09	3
F1S1R2D1B2P5C11	2021-12-09	221
F1S1R2D1B3P1H02	2021-12-09	315
F1S1R2D1B2P5H09	2021-12-09	506
F1S1R2D1B2P5A12	2021-12-09	197
F1S1R2D1B3P1A03	2021-12-10	53
F1S1R2D1B2P5C12	2021-12-10	-
F1S1R2D1B3P1B01	2021-12-10	115
SH050122x2x13	2021-12-10	554
SH050122x2x9	2021-12-10	815
eco_bs_501	2021-12-10	-
eco_bs_502	2021-12-10	43
F1S1R2D1B2P5D12	2021-12-10	3
F1S1R2D1B3P1A05	2021-12-11	43
SH050122x2x7	2021-12-12	83
F1S1R2D1B3P1H08	2021-12-12	4
F1S1R2D1B3P1H06	2021-12-12	32
F1S1R2D1B3P1H04	2021-12-12	87
F1S1R2D1B3P1G06	2021-12-12	32
F1S1R2D1B3P1G04	2021-12-12	53
F1S1R2D1B3P1E06	2021-12-12	-
F1S1R2D1B3P1F09	2021-12-12	400
F1S1R2D1B3P1F08	2021-12-12	87
SH050122x2x3	2021-12-12	33
F1S1R2D1B3P2A02	2021-12-12	535
SH050122x2x4	2021-12-12	83
F1S1R2D1B3P1F04	2021-12-12	-
F1S1R2D1B3P2B02	2021-12-12	535
F1S1R2D1B3P1A09	2021-12-12	4
F1S1R2D1B3P2C02	2021-12-12	535
F1S1R2D1B3P1B09	2021-12-12	1
F1S1R2D1B3P1B06	2021-12-12	400
F1S1R2D1B3P1F06	2021-12-12	1
F1S1R2D1B3P1B07	2021-12-12	-
F1S1R2D1B3P1A07	2021-12-13	1
F1S1R2D1B3P1E11	2021-12-13	-
F1S1R2D1B3P1B05	2021-12-13	29
eco_bs_506	2021-12-13	506
F1S1R2D1B3P1C07	2021-12-13	66
F1S1R2D1B3P1D09	2021-12-13	4
SH050122x2x5	2021-12-13	36
F1S1R2D1B3P1B12	2021-12-13	53
F1S1R2D1B3P1C05	2021-12-13	73
F1S1R2D1B3P1D06	2021-12-13	636
SH050122x2x16	2021-12-13	355
F1S1R2D1B3P1B08	2021-12-13	976
F1S1R2D1B3P1D11	2021-12-13	87
F1S1R2D1B3P1C11	2021-12-13	3
SH050122x2x8	2021-12-13	1
SH050122x2x14	2021-12-13	519
SH050122x2x10	2021-12-13	-
F1S1R2D1B3P2D07	2021-12-13	506
F1S1R2D1B3P2D02	2021-12-13	10
F1S1R2D1B3P2D01	2021-12-13	10
F1S1R2D1B3P1F10	2021-12-13	53
F1S1R2D1B3P2B03	2021-12-13	4
F1S1R2D1B3P1F12	2021-12-13	24
F1S1R2D1B3P1G10	2021-12-13	8
F1S1R2D1B3P1H10	2021-12-13	-
F1S1R2D1B3P1H09	2021-12-13	3
SH050122x2x2	2021-12-13	355
F1S1R2D1B3P1G12	2021-12-13	-
F1S1R2D1B3P1H12	2021-12-13	503
F1S1R2D1B3P2H02	2021-12-14	3
F1S1R2D1B3P2H01	2021-12-14	2
F1S1R2D1B3P2G08	2021-12-14	43
F1S1R2D1B3P2G04	2021-12-14	4
F1S1R2D1B3P2F04	2021-12-14	4
F1S1R2D1B3P1G09	2021-12-14	-
F1S1R2D1B3P1C10	2021-12-14	1
F1S1R2D1B3P2C12	2021-12-14	44
F1S1R2D1B3P2C07	2021-12-14	32
F1S1R2D1B3P1B10	2021-12-14	572
F1S1R2D1B3P2B07	2021-12-14	32
F1S1R2D1B3P2B01	2021-12-14	-
F1S1R2D1B3P2A08	2021-12-14	4
F1S1R2D1B3P1D12	2021-12-14	4
F1S1R2D1B3P2B12	2021-12-14	44
SH050122x2x17	2021-12-14	34
SH050122x2x28	2021-12-14	478
SH050122x2x37	2021-12-14	366
SH050122x2x35	2021-12-14	4
SH050122x2x22	2021-12-14	64
F1S1R2D1B3P2G10	2021-12-15	24
F1S1R2D1B3P2A10	2021-12-15	48
SH050122x2x40	2021-12-15	127
F1S1R2D1B3P2D04	2021-12-15	325
SH050122x2x39	2021-12-15	43
SH050122x2x31	2021-12-15	-
SH050122x2x30	2021-12-15	4
SH050122x2x24	2021-12-15	26
SH050122x2x32	2021-12-15	32
F1S1R2D1B3P2E10	2021-12-15	10
F1S1R2D1B3P2E03	2021-12-15	649
F1S1R2D1B3P2E04	2021-12-15	4
F1S1R2D1B3P2C10	2021-12-15	1
SH050122x2x29	2021-12-15	77
F1S1R2D1B3P2C09	2021-12-15	649
F1S1R2D1B3P2C08	2021-12-16	3
F1S1R2D1B3P2D12	2021-12-16	33
SH050122x2x26	2021-12-16	221
F1S1R2D1B3P2G06	2021-12-16	466
F1S1R2D1B3P2H10	2021-12-16	221
eco_bs_507	2021-12-16	43
F1S1R2D1B3P2B11	2021-12-16	53
SH050122x2x41	2021-12-16	6
SH050122x2x36	2021-12-16	506
SH050122x2x58	2021-12-16	53
SH050122x2x44	2021-12-16	3
F1S1R2D1B3P2H12	2021-12-17	3
SH050122x2x42	2021-12-17	33
SH050122x2x38	2021-12-17	17
F1S1R2D1B3P2H11	2021-12-17	24
F1S1R2D1B3P2G12	2021-12-17	78
SH050122x2x43	2021-12-17	3
F1S1R2D1B3P4A03	2021-12-17	2
F1S1R2D1B3P2D11	2021-12-17	24
F1S1R2D1B3P2A07	2021-12-17	471
F1S1R2D1B3P4G04	2021-12-17	1087
F1S1R2D1B3P2E07	2021-12-17	519
F1S1R2D1B3P2G11	2021-12-17	3
SH050122x2x56	2021-12-17	48
SH050122x2x54	2021-12-17	53
F1S1R2D1B3P2F11	2021-12-17	3
SH050122x2x53	2021-12-17	-
SH050122x2x51	2021-12-17	-
SH050122x2x49	2021-12-17	9
F1S1R2D1B3P2F12	2021-12-17	2
F1S1R2D1B3P2B06	2021-12-17	325
F1S1R2D1B3P2H07	2021-12-17	74
SH050122x2x64	2021-12-18	1120
SH050122x2x70	2021-12-18	620
SH050122x2x47	2021-12-18	404
SH050122x2x60	2021-12-19	3
SH050122x2x62	2021-12-19	10
SH050122x2x63	2021-12-19	-
SH050122x2x65	2021-12-19	-
SH050122x2x71	2021-12-19	-
F1S1R2D1B3P4G12	2021-12-20	-
F1S1R2D1B3P4E02	2021-12-20	32
SH050122x2x68	2021-12-20	-
SH050122x2x61	2021-12-20	658
F1S1R2D1B3P4F03	2021-12-20	176
F1S1R2D1B3P4F01	2021-12-20	43
F1S1R2D1B3P4E10	2021-12-20	-
F1S1R2D1B3P4G09	2021-12-20	87
F1S1R2D1B3P4F09	2021-12-20	87
SH050122x2x73	2021-12-20	702
F1S1R2D1B3P4D02	2021-12-20	33
F1S1R2D1B3P4C04	2021-12-20	399
F1S1R2D1B3P4C02	2021-12-20	33
F1S1R2D1B3P4A10	2021-12-20	43
F1S1R2D1B3P4E01	2021-12-20	3
SH050122x2x78	2021-12-21	70
SH050122x2x81	2021-12-21	3
SH050122x2x83	2021-12-21	48
F1S1R2D1B3P4A07	2021-12-21	26
F1S1R2D1B3P4G11	2021-12-21	355
SH050122x2x69	2021-12-21	73
F1S1R2D1B3P4F07	2021-12-21	620
F1S1R2D1B3P5B04	2021-12-21	26
F1S1R2D1B3P4D11	2021-12-21	4
SH050122x2x75	2021-12-21	3
F1S1R2D1B3P4F12	2021-12-21	43
F1S1R2D1B3P4F06	2021-12-22	43
SH050122x2x77	2021-12-22	24
F1S1R2D1B3P5H08	2021-12-22	773
SH050122x2x84	2021-12-22	-
SH050122x2x85	2021-12-22	3
SH050122x2x86	2021-12-22	2
SH050122x2x95	2021-12-22	221
SH050122x2x96	2021-12-22	-
SH280122x1x07	2021-12-22	-
F1S1R2D1B3P4H08	2021-12-22	3
F1S1R2D1B3P5B02	2021-12-22	4
F1S1R2D1B3P5B11	2021-12-22	773
F1S1R2D1B3P4H09	2021-12-22	74
F1S1R2D1B3P5H01	2021-12-22	745
F1S1R2D1B3P5G03	2021-12-22	4
F1S1R2D1B3P5H03	2021-12-22	4
SH280122x1x02	2021-12-23	366
SH050122x2x92	2021-12-23	2
SH050122x2x93	2021-12-23	821
F1S1R2D1B3P4E12	2021-12-23	1
SH280122x1x05	2021-12-23	404
F1S1R2D1B3P5F01	2021-12-23	33
SH280122x1x01	2021-12-23	33
SH050122x2x91	2021-12-23	53
F1S1R2D1B3P4B06	2021-12-23	36
F1S1R2D1B3P5A01	2021-12-23	43
F1S1R2D1B3P5A09	2021-12-23	2
SH050122x2x89	2021-12-23	506
SH280122x1x08	2021-12-24	732
SH280122x1x03	2021-12-24	620
F1S1R2D1B3P4G07	2021-12-24	1
F1S1R2D1B3P5G02	2021-12-24	53
F1S1R2D1B3P5F02	2021-12-24	4
F1S1R2D1B3P5C02	2021-12-24	53
F1S1R2D1B3P5D03	2021-12-24	86
F1S1R2D1B3P5H04	2021-12-24	43
F1S1R2D1B3P5E02	2021-12-24	53
F1S1R2D1B3P5G01	2021-12-24	43
F1S1R2D1B3P5H02	2021-12-25	3
F1S1R2D1B3P5E08	2021-12-25	535
F1S1R2D1B3P5A03	2021-12-25	738
F1S1R2D1B3P5F05	2021-12-25	6
F1S1R2D1B3P5E01	2021-12-25	53
F1S1R2D1B4P1A01	2021-12-25	649
F1S1R2D1B3P5E05	2021-12-25	535
SH280122x1x12	2021-12-25	3
SH280122x1x15	2021-12-25	43
SH280122x1x13	2021-12-25	-
F1S1R2D1B3P5A05	2021-12-26	-
F1S1R2D1B3P5B05	2021-12-26	-
F1S1R2D1B3P5H11	2021-12-26	26
SH280122x1x23	2021-12-26	29
F1S1R2D1B3P5G05	2021-12-26	29
F1S1R2D1B3P5E04	2021-12-27	1
F1S1R2D1B3P5F04	2021-12-27	4
